typosquatted_package_name,comment,package_official_url
*playrwight*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwirght*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrght*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrgiht*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrgith*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrigght*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrigh*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrightt*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrigth*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwrihgt*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*playwritgh*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*plyawright*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*plywright*,"Potential typo squatting, variations of playwright","https://pypi.org/project/playwright/"
*pollow*,"Potential typo squatting, variations of pillow","https://pypi.org/project/pillow/"
*pqtorch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pttorch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pullow*,"Potential typo squatting, variations of pillow","https://pypi.org/project/pillow/"
*py-c0ard*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-c0crd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-c0dd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-c0red*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-c9rd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cdord*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cird*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-ckord*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-ckrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-co4d*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-coad*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cobrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cocd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cod*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-codrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-coed*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-coerd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cofd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cofrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-coird*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cojrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-coordd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-coqrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corad*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corddd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corde*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordf*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordq*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordr*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordv*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordw*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cordx*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corf*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corfd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corg*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corid*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cortd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corwd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corx*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-corxd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cotd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cotrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cowrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cozd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cpord*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cprd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-crd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-crodd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cwrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cxrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-cyrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-czrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-vord*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*py-xord*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*pycjrd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*pycordde*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*pycordwd*,"Potential typo squatting, variations of py-cord","https://pypi.org/project/py-cord/"
*pygacme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygaeme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygaime*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygamke*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygamm*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygamne*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygamr*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygamse*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygamw*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygane*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygaome*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygaqme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygarme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygawme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygazme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygfame*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygfme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pyghame*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygmme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygqame*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygqme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygume*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygvame*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygxme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pygzme*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pzgame*,"Potential typo squatting, variations of pygame","https://pypi.org/project/pygame/"
*pytarch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytbrch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytcrch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pythrch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytirch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytlrc*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytoich*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorbch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorcb*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorcdh*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorchb*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorchc*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorchg*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorchj*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorchv*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorchy*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorcm*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorcu*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytordh*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytorqh*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytprch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytroce*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pytrosh*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*pztorch*,"Potential typo squatting, variations of pytorch","https://pypi.org/project/pytorch/"
*rensoflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*reqeist*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqeosts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqeuste*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqeustx*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqeustz*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqeyst*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqirements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*reqiremnets*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*reqiremnts*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*reqiurements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*reqiurementstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*reqiuremnets*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*reqjuests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqoests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqquest*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqsests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requas*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requeits*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requeksts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requekts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requeqsts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesgt*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesks*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesqs*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesrts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requestr*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesuts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesxs*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesxt*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requesxts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requetsa*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requetsq*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requetsts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requewsts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requiements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requierement*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requierments*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiirements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiirementstx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiirementstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiirementsxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiiremments*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiiremnts*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiirments*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremants*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremeents*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremenstx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremenstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementss*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementst*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementsttx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstxtt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstxtx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstxtxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstxx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementstxxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementtsxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementxstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementxtt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirementxxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremetns*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremetnstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremetstx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremetstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremments*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremmentstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremmentxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremmentxtxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremnets*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremnetstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremnetxtxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremnts*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremntstx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremntstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremntxtxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiremtns*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirmeents*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirment*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirments*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirmentss*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirmentstx*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirmentstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirmentstxtt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirrementstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requirtements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiurement*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requiurementstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requksts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requnests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requrementstxt*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requriements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requriments*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*requssts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requstss*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requxsts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requyests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*requzsts*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reqzests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*reuirements*,"Potential typo squatting, variations of the file requirements.txt","N/A"
*seleenim*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleenimu*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleeniumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleinium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleiniumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleinuim*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleiumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selemiumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selemni*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selemnim*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selemnium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selemniumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selenimn*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selennim*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selenniumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selennuim*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selenuimm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selenyum*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seleunium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seliniumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*seliniumn*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selinum*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selleium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selleniium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*sellenim*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selleniumm*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*sellinium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*selunium*,"Potential typo squatting, variations of selenium","https://pypi.org/project/selenium/"
*sijplejso*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*sijplejson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simepljson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simolejson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simpejso*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simpjson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simpkejson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simplejason*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simplejdon*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simplejsoh*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simplejsoj*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*simpoejson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*siplejason*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*sjimplejson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*sjmplejson*,"Potential typo squatting, variations of simplejson","https://pypi.org/project/simplejson/"
*temsorflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensnflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensobflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofklow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofl9w*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofla*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflaow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofleow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofliw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofllow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofloaw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflod*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflolw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflom*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflomw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflonw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflor*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflouw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflpw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflqw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflsw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflw*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensoflxow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensofpow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensogflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensourflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*tensxoflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*trnsorflow*,"Potential typo squatting, variations of tensorflow","https://pypi.org/project/tensorflow/"
*pyquest*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
*ultrarequests*,"Potential typo squatting, variations of requests","https://pypi.org/project/requests/"
